,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,
players,Pau,Gasol,C,38,213.36,250,16,77,0.7,1.3,0.7,2.7,0.444,1.6,0.358,1.7,100,6.4,31,1.7,70,46,0.2,0.5,52,HF,,,
players,Khris,Middleton,SF,27,203.2,234,16,69,2.3,3.4,0.837,8.8,0.485,6.2,0.378,0.6,21,5.3,63,4.3,70,79,1,0.1,83,,,,
players,Tim,Frazier,PG,28,185.42,170,16,60,1.3,1.1,0.692,3.5,0.429,2,0.417,0.8,16,1.8,53,3.5,70,76,0.4,0.1,65,,,,
players,Pat,Connaughton,SG,26,195.58,206,16,72,0.5,0.7,0.725,2.5,0.647,3.3,0.33,1,15,3.2,40,2,70,82,0.5,0.4,71,,,,
players,Tony,Snell,SF,27,200.66,200,16,66,0.3,0.6,0.881,2.1,0.522,2.8,0.397,0.4,21,1.7,45,0.9,70,79,0.4,0.2,77,,,,
players,Sterling,Brown,SG,23,205.74,242,16,70,0.8,0.7,0.69,2.8,0.558,2.5,0.361,0.5,20,2.7,54,1.4,70,61,0.4,0.1,59,,,,
players,Nikola,Mirotic,PF,27,208.28,220,16,70,1,3.2,0.847,4.9,0.545,6.9,0.365,1.3,25,6.1,45,1.2,70,79,0.7,0.7,79,IH,,,
players,Donte,DiVincenzo,SG,22,198.12,202,16,71,0.7,0.4,0.75,1.5,0.683,3.1,0.265,0.6,17,1.4,46,1.1,70,94,0.5,0.2,43,R,,,
players,Brook,Lopez,C,30,213.36,275,16,74,1,1.6,0.842,3.4,0.613,6.3,0.365,0.4,42,4.5,38,1.2,75,70,0.6,2,76,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Keita,Bates - Diop,SF,23,210.82,250,17,70,0.5,0.9,0.643,3,0.522,1.7,0.25,0.5,21,2.2,40,0.6,70,80,0.6,0.5,63,R,,,
players,Josh,Okogie,SG,20,208.28,240,17,73,0.9,2.2,0.728,4,0.464,2.9,0.279,0.6,25,2.4,67,1.2,70,80,1.2,0.4,71,R,,,
players,Gorgui,Dieng,PF,29,210.82,241,17,70,0.8,1.4,0.83,4.2,0.53,0.7,0.339,1.1,19,3,35,1.9,70,73,0.6,0.5,68,,,,
players,Luol,Deng,SF,33,205.74,220,17,47,0.6,1.6,0.714,3.4,0.608,2,0.318,0.9,23,2.4,47,0.8,70,61,0.7,0.4,47,,,,
players,Dario,Saric,PF,24,208.28,223,17,66,1.1,1.8,0.875,4.6,0.511,3.7,0.383,1.5,26,3.9,37,1.5,70,88,0.6,0.1,78,,,,
players,Tyus,Jones,PG,22,187.96,195,17,64,0.7,1,0.841,4.7,0.453,1.9,0.317,0.3,17,1.6,60,4.8,72,94,1.2,0.1,54,,,,
players,Derrick,Rose,PG,30,190.5,190,17,49,1.6,3.1,0.856,11.9,0.509,2.9,0.37,0.6,100,2.1,58,4.3,60,70,0.6,0.2,81,,,,
players,Jerryd,Bayless,PG,30,190.5,200,17,55,0.9,0.8,0.571,3.9,0.402,2.9,0.296,0.3,18,1.5,80,3.5,70,70,0.5,0.1,25,,,,
players,Taj,Gibson,PF,33,206.1,223,17,74,1,2.5,0.757,7.2,0.583,0.5,0.324,2.5,40,4.1,40,1.2,75,67,0.8,0.6,65,,,,
players,Anthony,Tolliver,PF,33,203.2,240,17,53,0.6,0.9,0.783,0.7,0.409,3.3,0.377,0.2,16,2.5,33,0.7,70,61,0.3,0.3,56,,,,
players,Robert,Covington,SF,28,205.74,215,17,90,1.1,3,0.773,4.4,0.526,6.7,0.372,1,23,4.8,52,1.5,70,76,2.3,1.1,93,,,,
players,Karl-Anthony,Towns,C,23,213.36,244,17,76,3.1,5.8,0.836,12.5,0.462,4.6,0.4,3.4,100,9,51,3.4,85,91,0.9,1.9,96,HH,,,
players,Andrew,Wiggins,SF,23,203.2,199,17,55,1.9,4.1,0.699,11.8,0.441,4.8,0.339,1.1,100,3.7,61,2.5,70,91,1,0.7,95,HH,,,
players,Jeff,Teague,PG,30,187.96,186,17,60,2.3,3.6,0.804,7.4,0.465,2.5,0.333,0.4,26,2.1,72,8.2,75,70,1,0.4,90,PT,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Julius,Randle,PF,24,205.74,250,18,66,2.8,6.7,0.731,12.2,0.564,2.7,0.344,2.2,72,6.5,61,3.1,80,88,0.7,0.6,90,,,,
players,Darius,Miller,SF,28,205.74,225,18,61,0.9,1,0.789,1.7,0.467,5.3,0.365,0.2,18,1.7,47,2.1,70,70,0.6,0.3,50,,,,
players,Stanley,Johnson,SF,22,200.66,245,18,80,1.4,0.7,0.692,3.2,0.474,1.9,0.324,0.5,16,1.8,50,1.6,70,94,0.7,0.1,65,,,,
players,Frank,Jackson,SF,20,190.5,205,18,52,0.8,1.2,0.74,4.6,0.507,2.8,0.314,0.4,16,1.8,42,1.1,70,82,0.4,0.5,70,R,,,
players,Anthony,Davis,PF,23,210.82,253,18,94,2,7.7,0.794,15.7,0.547,2.6,0.331,3.1,100,8.9,57,3.9,10,85,1.6,2.4,93,HH,,,
players,Cheick,Diallo,PF,22,205.74,220,18,75,0.8,1,0.746,4.2,0.625,0.1,0.25,1.2,15,4,34,0.5,70,94,0.5,0.5,39,,,,
players,Solomon,Hill,SF,27,200.66,225,18,70,0.7,0.7,0.719,1.8,0.468,2.3,0.317,0.8,15,2.3,45,1.3,72,79,0.5,0.2,47,,,,
players,Jrue,Holiday,PG,28,193.04,205,18,90,3.1,4,0.768,11.9,0.539,5.4,0.325,1.1,20,3.9,62,7.7,70,76,1.6,0.8,90,CG,,,
players,Jahlil,Okafor,C,23,210.82,275,18,67,0.9,1.5,0.663,6.1,0.591,0.1,0.2,1.4,25,3.3,28,0.7,70,91,0.3,0.7,75,,,,
players,E'Twaun,Moore,SG,29,193.04,191,18,61,1.1,1.1,0.763,6.7,0.503,3.3,0.432,0.7,15,1.7,47,1.9,70,73,0.8,0.2,84,,,,
players,Christian,Wood,PF,21,210.82,220,18,63,0.8,2.7,0.732,4.3,0.571,1.2,0.346,0.8,15,3.1,25,0.4,70,91,0.3,0.2,70,,,,
players,Ian,Clark,SG,27,190.5,175,18,58,1,0.6,0.892,3,0.47,3.4,0.327,0.2,86,1.3,40,1.6,70,79,0.4,0.1,54,,,,
players,Elfrid,Payton,PG,24,193.04,185,18,70,2.7,1.8,0.743,7.3,0.467,2.5,0.314,1.2,19,4.1,64,7.6,75,88,1,0.4,89,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mitchell,Robinson,C,20,216,225,19,80,0.5,2,0.6,4.4,0.694,0,0,2.7,6.5,3.7,44,0.6,61,83,0.8,2.4,60,R,,,
players,Damyean,Dotson,SG,24,198,210,19,64,1,1.3,0.745,4.9,0.461,4.7,0.368,0.5,25,3.1,42,1.8,70,85,0.8,0.1,76,,,,
players,Mario,Hezonja,SF,23,203.2,215,19,60,1.5,2,0.763,5.4,0.478,2.6,0.276,0.5,16,3.6,37,1.5,70,91,1,0.1,72,,,,
players,Noah,Vonleh,PF,23,205.74,240,19,70,1.3,2.3,0.712,4.5,0.531,2,0.336,1.7,16,6.1,27,1.9,80,91,0.7,0.8,84,,,,
players,Frank,Ntilikina,PG,20,195.58,170,19,75,1.3,0.7,0.767,3.9,0.371,2.7,0.287,0.3,40,1.7,50,2.8,70,100,0.7,0.3,74,,,,
players,Dennis,Smith,PG,21,190.5,195,19,48,2.6,3.5,0.568,10,0.462,4,0.289,0.7,70,2.1,70,5.4,70,97,1.3,0.4,82,,,,
players,Emmanuel,Mudiay,PG,22,195.58,200,19,46,2.4,3.2,0.774,9,0.492,3.6,0.392,0.6,20,2.8,55,3.9,80,94,0.7,0.3,84,,,,
Rookies,Allonzo,Trier,SG,23,196,200,19,47,1.8,3.5,0.803,6,0.466,2.1,0.394,0.5,31.5,2.1,75,1.9,75,80,0.4,0.2,78,R,,,
players,Luke,Kornet,PF,23,216,250,19,70,0.5,1,0.826,2,0.411,4.2,0.363,0.6,24,2.3,30,1.2,70,76,0.6,0.9,64,,,,
players,Kadeem,Allen,SG,26,190,192,19,61,1.4,2.8,0.778,5.5,0.457,1.9,0.472,0.4,16,2.3,58,4,70,82,0.8,0.2,60,,,,
players,Henry,Ellenson,PF,22,210.82,245,19,61,0.5,1.4,0.739,3,0.392,2,0.441,0.3,16,3.1,28,0.9,70,94,0.4,0.1,30,,,,
players,Lance,Thomas,PF,30,203.2,235,19,52,0.5,0.8,0.75,2.6,0.475,1.7,0.278,0.5,17,2.1,31,0.6,70,70,0.4,0.2,64,,,,
players,Kevin,Knox,SF,19,205.8,210,19,54,1.5,3,0.717,7.3,0.387,4.9,0.393,0.8,48,3.7,71,1.1,50,90,0.6,0.3,68,R,,,
players,DeAndre,Jordan,C,30,210.82,265,19,84,2.2,3.8,0.705,6.5,0.641,0,0,3.3,100,9.8,41,2.3,90,70,0.6,1.1,85,PT,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Alex,Abrines,SG,25,198.12,190,20,64,0.5,0.4,0.923,1,0.5,4.1,0.323,0.2,31,1.4,39,0.6,70,85,0.5,0.2,65,,,,
players,Steven,Adams,C,25,213.36,255,20,80,1.7,3.7,0.5,10.1,0.596,0,0,4.9,100,4.6,43,1.6,70,85,1.5,1,96,IH,,,
players,Dennis,Schroder,PG,25,185.42,172,20,67,2.2,2.9,0.819,9.4,0.45,4.6,0.341,0.5,38,3.1,65,4.1,72,85,0.8,0.2,84,IH,,,
players,Markieff,Morris,PF,29,208.28,245,20,70,1.7,1.6,0.772,4.8,0.484,3.5,0.335,1.1,20,3.5,40,1.4,68,73,0.6,0.4,83,,,,
players,Jerami,Grant,PF,24,205.74,210,20,75,0.8,2.8,0.71,6.6,0.555,3.7,0.71,1.2,26,4,47,1,85,88,0.8,1.3,94,SP,,,
players,Abdel,Nader,SF,25,198,225,20,65,0.4,0.6,0.75,1.9,0.513,1.6,0.32,0.2,14,1.7,63,0.3,58,62.8,0.3,0.2,56,,,,
players,Deonte,Burton,SG,25,196,245,20,54,0.3,0.4,0.667,1.7,0.445,0.8,0.296,0.1,20,0.8,50,0.3,70,79,0.2,0.3,36,R,,,
players,Jawun,Evans,PG,22,182.6,177,20,41,0.9,1,0.776,4.1,0.372,1.1,0.278,0.2,8,1.6,78,2.1,74,68,0.8,0.1,57,,,,
players,Nerlens,Noel,C,24,210.82,228,20,91,0.6,1,0.684,3.6,0.587,0,0,1.6,27,2.6,40,0.6,75,88,0.9,1.2,50,,,,
players,Paul,George,SF,28,208,225,20,98,2.7,7,0.839,11.1,0.484,9.8,0.386,1.4,92,6.8,92,4.1,75,69,2.2,0.4,95,SP,,,
players,Andre,Roberson,SF,27,200.66,210,20,95,0.8,1,0.316,3.2,0.627,0.9,0.222,1.9,32,2.8,56,1.2,72,79,1.2,0.9,83,,,,
players,Terrance,Ferguson,SG,20,200.66,186,20,65,0.6,0.7,0.725,1.9,0.56,3.9,0.366,0.4,15,1.5,50,1,70,100,0.5,0.2,80,,,,
players,Hamidou,Diallo,SG,20,195.6,200,20,67,0.5,1.2,0.61,2.8,0.504,0.5,1.67,0.7,22.5,1.2,81,0.3,72,100,0.4,0.2,58,R,,,
players,Russell,Westbrook,PG,30,190.5,200,20,75,4.5,6.2,0.656,14.5,0.481,5.6,0.29,1.5,100,9.6,100,10.7,100,70,1.9,0.5,100,CG,,,
players,Raymond,Felton,PG,34,185.42,205,20,71,0.4,0.4,0.923,2.2,0.473,1.8,0.328,0.9,20,1,42,1.6,75,58,0.3,0.2,60,,,,
players,Patrick,Patterson,PF,29,205.74,230,20,64,0.3,0.5,0.633,1.3,0.439,2.2,0.336,0.7,39,1.7,31,0.5,70,73,0.3,0.2,71,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,D.J.,Augustin,PG,31,182.88,183,21,55,1.6,2.6,0.866,4.5,0.511,3.8,0.421,0.5,19,2,50,5.3,70,67,0.6,0,80,,,,
players,Mohamed,Bamba,C,20,213.4,215,21,80,0.9,1.3,0.587,3.7,0.555,1.5,0.3,1.4,55.5,3.6,41,0.8,56,100,0.3,1.4,61,R,,,
players,Evan,Fournier,SG,26,200.66,205,21,60,1.9,2.1,0.806,7.6,0.509,5.6,0.34,0.5,23,2.7,54,3.6,75,82,0.9,0.1,84,PT,,,
players,Aaron,Gordon,PF,23,205.74,220,21,70,2.1,3.2,0.731,9,0.499,4.4,0.349,1.7,100,5.7,54,3.7,80,91,0.7,0.7,90,SP,,,
players,Jerian,Grant,PG,26,193.04,195,21,69,0.9,0.7,0.65,1.8,0.473,1.8,0.364,0.3,17,1.3,37,2.6,70,82,0.7,0.1,65,,,,
players,Terrence,Ross,SG,27,200.66,206,21,67,1.1,1.8,0.875,5.7,0.484,7,0.383,0.3,53,3.1,45,1.7,75,79,0.9,0.4,87,EX,,,
players,Melvin,Frazier,SG,22,208.28,228,21,40,0.1,0.4,0.25,1.5,0.467,0.6,0,0.3,15,0.2,54,0.1,70,80,0.1,0,25,R,,,
players,Nikola,Vucevic,C,28,213.36,260,21,82,2,2.8,0.789,14,0.549,2.9,0.364,2.8,50,9.2,33,3.8,72,76,1,1.1,94,IH,,,
players,Jonathan,Isaac,PF,21,210.82,205,21,80,1,1.8,0.815,4.6,0.51,3.5,0.323,1.3,60,4.2,46,1.1,70,97,0.8,1.3,82,,,,
players,Wesley,Iwundu,SF,24,200.66,205,21,73,0.6,1.5,0.816,2.9,0.431,1.2,0.367,0.5,15,2.2,40,1.1,70,88,0.4,0.3,70,,,,
players,Khem,Birch,C,26,213.36,240,21,74,0.4,1.7,0.677,3,0.607,0,0,1.6,15,2.2,25,0.8,70,94,0.4,0.6,51,PT,,,
players,Michael,Carter-Williams,PG,27,198.12,190,21,84,0.8,2.3,0.741,3.6,0.419,1.6,0.158,1.3,24,3.4,43,4.1,70,79,0.8,0.8,65,,,,
players,Timofey,Mozgov,C,32,215.9,275,21,52,1.1,1,0.767,2.4,0.64,0.6,0.222,1,28,2.1,37,0.4,70,64,0.2,0.4,56,,,,
players,Jarell,Martin,PF,24,208.28,239,21,72,0.3,0.3,0.818,1.1,0.489,1.4,0.351,0.3,15,1.5,33,0.4,70,88,0.1,0.2,47,,,,
players,Markelle,Fultz,PG,20,193.04,195,21,70,1.3,1.9,0.568,7.4,0.433,0.7,0.286,1.4,85,2.3,70,3.1,70,100,0.9,0.3,70,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jonathan,Simmons,SF,29,198.12,195,22,79,0.8,1.7,0.64,2.9,0.465,1.4,0.429,0.3,44,1.5,46,2.2,80,73,0.7,0.1,56,SP,,,
players,Joel,Embiid,C,24,213.36,250,22,96,3.5,10.1,0.804,14.6,0.535,4.1,0.3,2.5,100,11.1,43,3.7,85,88,0.7,1.9,90,HH,,,
players,Zhaire,Smith,SG,19,193,199,22,64,1.5,0.8,0.667,5.2,0.5,2.3,0.2,1,18,2,53,1.5,70,80,0.3,0.6,74,R,,,
players,James,Ennis,SF,28,200.66,210,22,73,0.6,1.3,0.697,2.6,0.489,2,0.306,1.3,17,2.3,44,0.8,70,76,0.2,0.4,71,,,,
players,Furkan,Korkmaz,SG,21,202.5,185,22,58,0.5,0.9,0.818,2.1,0.505,3,0.326,0.3,1,1.9,68,1.1,36,62.6,0.6,0,78,,,,
players,J.J.,Redick,SG,34,193.04,190,22,59,1.3,3.4,0.894,5.6,0.502,8,0.397,0.3,56,2.2,56,2.7,70,58,0.4,0.2,88,,,,
players,T.J.,McConnell,PG,26,187.96,200,22,76,1.2,0.5,0.784,5,0.546,0.6,0.333,0.4,25,1.9,68,3.4,70,82,1,0.2,73,,,,
players,Jonah,Bolden,PF,23,208,195,22,49,0.8,0.6,0.481,1.5,0.697,2.2,0.354,1.1,4,2.7,71,0.9,91,72,0.4,0.9,76,R,,,
players,Amir,Johnson,C,33,205.74,240,22,70,0.9,0.8,0.756,2.3,0.573,0.8,0.3,0.9,22,2,29,1.2,70,67,0.3,0.3,50,,,,
players,Mike,Scott,PF,30,203.2,237,22,70,0.6,0.6,0.667,2.6,0.38,4.4,0.412,0.7,15,3.1,27,0.8,75,70,0.3,0.2,58,,,,
players,Jimmy,Butler,SF,29,200.66,220,22,90,1.5,5.5,0.868,10.9,0.491,2.7,0.338,1.9,100,3.4,89,4,85,73,1.8,0.5,96,,,,
players,Justin,Patton,C,21,210.82,215,22,70,2.1,2.3,0.735,6.7,0.527,1.1,0.286,1.6,30,3.8,30,1,70,97,1,1.5,68,,,,
players,Ben,Simmons,PG,22,208.28,240,22,87,3.5,5.4,0.6,12.1,0.566,0.1,0,2.2,34,6.6,90,7.7,78,94,1.4,0.8,91,,,,
players,Tobias,Harris,PF,26,205.74,235,22,67,1.6,3.3,0.841,9.8,0.542,5,0.326,1.2,20,6.7,52,2.9,72,82,0.4,0.5,97,PT,,,
players,Boban,Marjanovic,C,30,220.98,290,22,80,1,1.6,0.772,5.1,0.634,0,0,1.5,26,3.7,29,1.5,70,70,0.2,0.5,42,,,,
players,Greg,Monroe,C,28,210.82,265,22,70,0.7,1.7,0.625,4.3,0.495,0,0,1.6,27,2.4,38,0.6,68,76,0.3,0.2,58,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dragan,Bender,PF,21,215.9,225,23,59,0.8,1.2,0.593,2.1,0.688,2.2,0.218,0.7,17,3.2,34,1.2,70,97,0.4,0.5,70,,,,
players,Josh,Jackson,SG,21,203.2,203,23,68,2.2,2.7,0.671,7.8,0.445,2.8,0.324,0.8,75,3.6,60,2.3,70,94,0.9,0.7,68,,,,
players,Devin,Booker,SG,22,198.12,206,23,50,4.1,7.1,0.866,13.1,0.536,6.5,0.326,0.6,85,3.5,96,6.8,78,94,0.9,0.2,98,EX,,,
players,Kelly,Oubre Jr.,SF,23,200.66,205,23,67,1.8,4,0.761,8.3,0.532,5.2,0.325,1.2,18,3.7,47,1.6,72,91,1.4,1,81,,,,
players,Jamal,Crawford,SG,38,195.58,200,23,59,1.5,1.7,0.845,3.7,0.453,3.2,0.332,0.1,91,1.2,44,3.6,72,46,0.5,0.2,50,EX,,,
players,Richaun,Holmes,C,25,208.28,245,23,80,0.7,2.5,0.731,5.2,0.608,0,0,1.6,17,3.1,32,0.9,85,85,0.6,1.1,52,,,,
players,DeAndre,Ayton,C,20,213.4,243,23,66,1.8,2.7,0.746,12.2,0.588,0.1,0,3.1,57,7.1,37,1.8,60,96,0.9,0.9,80,R,,,
players,Tyler,Johnson,PG,26,193.04,186,23,73,1.1,3,0.872,5.3,0.406,4.3,0.321,1.2,20,2.8,62,4.2,70,82,1.1,0.5,82,,,,
players,Mikal,Bridges,SF,22,200.7,200,23,76,0.9,1.4,0.805,3,0.548,3.8,0.373,0.7,18,2.5,54,2.1,80,77,1.6,0.5,74,R,,,
players,Troy,Daniels,SG,27,193.04,205,23,59,0.5,0.5,0.783,1.6,0.481,3.8,0.381,0.3,18,1.2,45,0.5,70,79,0.5,0.1,69,EX,,,
players,Elie,Okobo,PG,21,190,190,23,48,1.3,0.9,0.787,3,0.475,2.5,0.295,0.2,16,1.6,60,2.4,70,91,1.6,0.1,66,R,,,
players,T.J.,Warren,SF,25,203.2,230,23,54,1.2,2.9,0.815,10,0.51,4.2,0.428,0.7,17,3.3,66,1.5,70,85,1.2,0.7,87,,,,
players,De'Anthony,Melton,PG,20,190.5,195,-3,80,1.5,0.6,0.75,3.2,0.441,1.9,0.305,0.5,1,2.2,56,3.2,83,62,1.4,0.5,64,R,,,
players,Ray,Spalding,PF,21,208,215,-3,70,0.7,0.9,0.333,3.4,0.568,0.2,0,1.2,4,2.5,52,0.4,47,75,0.7,0.6,60,R,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Al-Farouq,Aminu,PF,28,205.74,220,24,78,0.9,2.1,0.867,3.9,0.514,3.5,0.343,1.4,19,6.1,40,1.3,75,76,0.8,0.4,79,IH,,,
players,Zach,Collins,C,21,208.28,215,24,76,1,1.6,0.746,3.6,0.534,1.6,0.331,1.4,15,2.8,25,0.9,70,97,0.3,0.9,75,,,,
players,Rodney,Hood,SG,26,203.2,206,24,75,0.7,1.5,0.805,4.9,0.519,3.1,0.345,0.3,30,1.4,38,1.3,75,82,0.8,0.3,79,,,,
players,Enes,Kanter,C,26,210.82,245,24,67,1.7,3,0.735,8.8,0.596,0.5,0.25,3.7,78,4.9,43,1.4,65,82,0.6,0.4,65,IH,,,
players,Maurice,Harkless,SF,25,205.74,215,24,80,0.8,1.2,0.671,4.5,0.582,2,0.275,1.3,19,3.2,55,1.2,70,85,1.1,0.9,73,,,,
players,Jake,Layman,SF,24,205.74,210,24,64,0.6,1,0.704,3.4,0.646,2.5,0.326,0.8,16,2.3,33,0.7,70,88,0.4,0.4,64,,,,
players,Meyers,Leonard,C,26,215.9,245,24,57,0.7,0.8,0.843,2.1,0.626,1.8,0.45,0.8,18,3,27,1.2,75,82,0.2,0.1,57,,,,
players,Damian,Lillard,PG,28,190.5,195,24,54,2.7,6.4,0.912,11.1,0.499,8,0.369,0.9,100,3.8,66,6.9,85,76,1.1,0.4,90,HH,,,
players,C.J.,McCollum,SG,27,190.5,200,24,52,1.5,2.7,0.828,11.4,0.506,6.4,0.375,0.9,98,3.1,62,3,80,79,0.8,0.4,86,HH,,,
players,Seth,Curry,SG,28,187.96,285,24,60,0.8,0.7,0.846,2.9,0.463,3.4,0.45,0.4,36,1.3,58,0.9,72,76,0.5,0.2,91,,,,
players,Jusuf,Nurkic,C,24,213.36,280,24,84,2.3,5.1,0.773,11.1,0.523,0.4,0.103,3.4,17,7,36,3.2,75,88,1,1.4,87,,,,
players,Anfernee,Simmons,SG,19,193,185,24,58,0.6,0.8,0.563,1.7,0.529,1.5,0.345,0.2,8,0.5,75,0.7,70,98,0.1,0,25,R,,,
players,Evan,Turner,PG,30,200.66,220,24,68,1.6,1.5,0.708,5.4,0.494,0.7,0.212,0.5,17,4,41,3.9,75,70,0.5,0.2,74,,,,
players,Skal,Labissiere,PF,22,210.82,225,24,68,1.1,1.8,0.746,5.7,0.492,0.6,0.375,1.4,15,2.9,25,1,70,94,0.4,0.6,60,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Bogdan,Bogdanovic,SG,26,198,205,25,59,1.7,2.3,0.827,7,0.462,5.3,0.36,0.6,49,2.9,78,3.8,45,80,1,0.2,69,IH,,,
players,Willie,Cauley-Stein,C,25,213.36,240,25,73,1,3.1,0.551,9.1,0.556,0,0,2.2,17,6.1,31,2.4,72,85,1.2,0.6,84,,,,
players,Harrison,Barnes,SF,26,203.2,210,25,61,1.3,3.6,0.824,7.6,0.439,5.7,0.395,0.7,66,3.9,68,1.5,70,82,0.6,0.2,90,PT,,,
players,Yogi,Ferrell,PG,25,182.88,180,25,43,0.6,0.9,0.896,2.9,0.488,2.1,0.362,0.2,15,1.4,76,1.9,70,85,0.5,0.1,56,,,,
players,Corey,Brewer,SF,32,205.74,186,25,67,0.5,1.3,0.733,1.8,0.523,1.3,0.333,0.9,65,1.5,38,1.2,75,64,0.8,0.2,60,,,,
players,Buddy,Hield,SG,26,193.04,214,25,59,1.8,2.4,0.886,8.6,0.487,7.9,0.427,1.3,19,3.7,69,2.5,75,85,0.7,0.4,88,,,,
players,Kosta,Koufos,C,29,213.36,265,25,67,0.6,0.6,0.416,3.6,0.477,0,0,1.2,30,3,31,0.9,70,73,0.4,0.4,48,,,,
players,Marvin,Bagley,PF,19,210.9,225,25,63,1.6,4.2,0.691,9.8,0.534,1.5,0.313,2.6,58.5,5,50,1,70,100,0.5,1,74,R,,,
players,Ben,McLemore,SG,25,195.58,195,25,49,0.3,0.6,0.667,1.2,0.348,2.2,0.415,0.2,16,0.7,40,0.2,70,85,0.3,0.2,77,,,,
players,Nemanja,Bjelica,PF,30,208.28,240,25,70,1.1,1.2,0.761,4.4,0.539,3.3,0.401,1.6,25,4.1,34,1.9,70,70,0.7,0.7,74,,,,
players,Troy,Williams,SF,24,198.12,205,25,60,0.4,0.7,0.6,2.6,0.556,2.1,0.318,0.6,15,2.2,45,0.5,70,91,0.5,0.4,65,,,,
players,Harry,Giles,PF,20,210.82,222,25,71,1.3,1.6,0.637,5.9,0.512,0.1,0,1.1,15,2.7,40,1.5,70,100,0.5,0.4,67,R,,,
players,De'Aaron,Fox,PG,21,193.04,171,25,70,2.8,5.1,0.727,10.7,0.482,2.9,0.371,0.5,50,3.2,96,7.3,70,97,1.6,0.6,90,CG,,,
players,Frank,Mason III,PG,24,182.6,190,25,34,0.9,1.5,0.684,2.8,0.543,1.7,0.219,0.2,1,1,71,2.2,84,79,0.4,0.1,49,,,,
players,Caleb,Swanigan,PF,21,205.5,250,25,65,0.7,0.7,0.667,2.3,0.571,0.3,0.133,1.3,1,2.7,17,1.3,75,85,0.7,0.3,52,,,,
players,Alec,Burks,SG,27,199.1,211,25,71,1,2.2,0.823,4.8,0.428,2.6,0.363,0.5,36,3.2,67,2,65,68,0.6,0.3,66,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,LaMarcus,Aldridge,PF,33,210.82,260,26,74,1.8,5.1,0.847,15.8,0.528,0.5,0.238,3.1,100,6.1,39,2.4,70,61,0.5,1.3,91,PT,,,
players,Chimezie,Metu,PF,21,208,225,26,85,0.5,0.6,0.765,1.9,0.339,0.1,0,0.3,16,0.9,29,0.4,70,76,0.2,0.1,37,R,,,
players,Rudy,Gay,SF,32,203.2,230,26,67,1.7,2.1,0.816,8.1,0.537,2.7,0.402,0.9,28,5.9,60,2.6,75,64,0.8,0.5,78,,,,
players,Davis,Bertans,PF,26,208.28,210,26,66,0.6,0.8,0.883,1.5,0.513,4.4,0.429,0.3,35,3.2,30,1.3,70,82,0.5,0.4,67,,,,
players,Jakob,Poeltl,C,23,213.36,248,26,80,0.6,1.2,0.533,3.8,0.645,0,0,2.3,19,3,26,1.2,70,91,0.4,0.9,60,,,,
players,Bryn,Forbes,SG,25,190.5,190,26,64,1,1,0.885,4.6,0.489,5,0.426,0.2,16,2.7,43,2.1,70,85,0.5,0,75,,,,
